,index,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
0,56108,TUR,Asia,Turkey,2020-03-11,1.0,1.0,,,,,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.15,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
1,56109,TUR,Asia,Turkey,2020-03-12,1.0,0.0,,,,,0.012,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.15,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
2,56110,TUR,Asia,Turkey,2020-03-13,5.0,4.0,,,,,0.059000000000000004,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.15,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
3,56111,TUR,Asia,Turkey,2020-03-14,5.0,0.0,,,,,0.059000000000000004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.15,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
4,56112,TUR,Asia,Turkey,2020-03-15,6.0,1.0,,,,,0.071,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.15,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
5,56113,TUR,Asia,Turkey,2020-03-16,18.0,12.0,2.571,,,0.0,0.213,0.142,0.03,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,52.78,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
6,56114,TUR,Asia,Turkey,2020-03-17,47.0,29.0,6.7139999999999995,1.0,1.0,0.14300000000000002,0.557,0.344,0.08,0.012,0.012,0.002,,,,,,,,,,,,,,,,,,,,,,,,52.78,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
7,56115,TUR,Asia,Turkey,2020-03-18,98.0,51.0,13.857000000000001,1.0,0.0,0.14300000000000002,1.162,0.605,0.16399999999999998,0.012,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,58.33,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
8,56116,TUR,Asia,Turkey,2020-03-19,192.0,94.0,27.285999999999998,3.0,2.0,0.429,2.2769999999999997,1.115,0.324,0.036000000000000004,0.024,0.005,,,,,,,,,,,,,,,,,,,,,,,,58.33,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
9,56117,TUR,Asia,Turkey,2020-03-20,359.0,167.0,50.571000000000005,4.0,1.0,0.5710000000000001,4.257,1.98,0.6,0.047,0.012,0.006999999999999999,6.06,,,,,,,,,,,,,,,,,,,,,,,58.33,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
10,56118,TUR,Asia,Turkey,2020-03-21,670.0,311.0,95.0,9.0,5.0,1.286,7.944,3.687,1.126,0.107,0.059000000000000004,0.015,6.12,,,,,,,,,,,,,,,,,,,,,,,62.04,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
11,56119,TUR,Asia,Turkey,2020-03-22,1236.0,566.0,175.71400000000003,30.0,21.0,4.2860000000000005,14.655,6.711,2.083,0.35600000000000004,0.249,0.051,5.55,,,,,,,,,,,,,,,,,,,,,,,62.04,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
12,56120,TUR,Asia,Turkey,2020-03-23,1529.0,293.0,215.857,37.0,7.0,5.2860000000000005,18.129,3.4739999999999998,2.559,0.439,0.083,0.063,3.11,,,,,,,,,,,,,,,,,,,,,,,62.04,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
13,56121,TUR,Asia,Turkey,2020-03-24,1872.0,343.0,260.714,44.0,7.0,6.143,22.195999999999998,4.067,3.091,0.522,0.083,0.073,2.65,,,,,,,,,,,,,,,,,,,,,,,67.59,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
14,56122,TUR,Asia,Turkey,2020-03-25,2433.0,561.0,333.57099999999997,59.0,15.0,8.286,28.848000000000003,6.652,3.955,0.7,0.17800000000000002,0.098,3.17,,,,,,,,,,,,,,,,,,,,,,,67.59,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
15,56123,TUR,Asia,Turkey,2020-03-26,3629.0,1196.0,491.0,75.0,16.0,10.286,43.028999999999996,14.181,5.822,0.889,0.19,0.122,4.24,,,,,,,,,,,,,,,,,,,,,,,67.59,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
16,56124,TUR,Asia,Turkey,2020-03-27,5698.0,2069.0,762.7139999999999,92.0,17.0,12.571,67.561,24.531999999999996,9.043,1.091,0.20199999999999999,0.149,4.43,,,,,,,,,47823.0,7533.0,0.5670000000000001,0.08900000000000001,,,,,tests performed,,,,,,70.37,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
17,56125,TUR,Asia,Turkey,2020-03-28,7402.0,1704.0,961.7139999999999,108.0,16.0,14.142999999999999,87.765,20.204,11.402999999999999,1.281,0.19,0.168,3.11,,,,,,,,,55464.0,7641.0,0.6579999999999999,0.091,,,,,tests performed,,,,,,75.93,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
18,56126,TUR,Asia,Turkey,2020-03-29,9217.0,1815.0,1140.143,131.0,23.0,14.429,109.285,21.52,13.519,1.5530000000000002,0.273,0.171,2.49,,,,,,,,,65446.0,9982.0,0.7759999999999999,0.11800000000000001,,,,,tests performed,,,,,,75.93,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
19,56127,TUR,Asia,Turkey,2020-03-30,10827.0,1610.0,1328.286,168.0,37.0,18.714000000000002,128.375,19.09,15.749,1.992,0.439,0.222,2.1,,,,,,,,,76981.0,11535.0,0.9129999999999999,0.13699999999999998,,,,,tests performed,,,,,,75.93,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
20,56128,TUR,Asia,Turkey,2020-03-31,13531.0,2704.0,1665.5710000000001,214.0,46.0,24.285999999999998,160.436,32.061,19.749000000000002,2.537,0.545,0.28800000000000003,2.3,,,,,,,,,92403.0,15422.0,1.0959999999999999,0.183,,,,,tests performed,,,,,,75.93,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
21,56129,TUR,Asia,Turkey,2020-04-01,15679.0,2148.0,1892.286,277.0,63.0,31.143,185.90400000000002,25.469,22.436999999999998,3.284,0.747,0.369,1.89,,,,,,,,,106799.0,14396.0,1.266,0.171,,,,,tests performed,,,,,,75.93,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
22,56130,TUR,Asia,Turkey,2020-04-02,18135.0,2456.0,2072.286,356.0,79.0,40.143,215.025,29.121,24.570999999999998,4.221,0.937,0.47600000000000003,1.81,,,,,,,,,125556.0,18757.0,1.489,0.222,,,,,tests performed,,,,,,75.93,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
23,56131,TUR,Asia,Turkey,2020-04-03,20921.0,2786.0,2174.714,425.0,69.0,47.571000000000005,248.058,33.033,25.785,5.039,0.818,0.564,1.79,,,,,,,,,141716.0,16160.0,1.68,0.192,13413.0,0.159,0.162,6.2,tests performed,,,,,,75.93,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
24,56132,TUR,Asia,Turkey,2020-04-04,23934.0,3013.0,2361.714,501.0,76.0,56.143,283.783,35.725,28.003,5.94,0.9009999999999999,0.6659999999999999,1.74,,,,,,,,,161380.0,19664.0,1.913,0.233,15131.0,0.179,0.156,6.4,tests performed,,,,,,75.93,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
25,56133,TUR,Asia,Turkey,2020-04-05,27069.0,3135.0,2550.286,574.0,73.0,63.286,320.954,37.171,30.238000000000003,6.806,0.866,0.75,1.66,,,,,,,,,181445.0,20065.0,2.151,0.23800000000000002,16571.0,0.196,0.154,6.5,tests performed,,,,,,75.93,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
26,56134,TUR,Asia,Turkey,2020-04-06,30217.0,3148.0,2770.0,649.0,75.0,68.714,358.28,37.326,32.844,7.695,0.889,0.815,1.6,,,,,,,,,202845.0,21400.0,2.405,0.254,17981.0,0.213,0.154,6.5,tests performed,,,,,,75.93,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
27,56135,TUR,Asia,Turkey,2020-04-07,34109.0,3892.0,2939.7140000000004,725.0,76.0,73.0,404.42699999999996,46.147,34.856,8.596,0.9009999999999999,0.866,1.68,,,,,,,,,222868.0,20023.0,2.6430000000000002,0.237,18638.0,0.221,0.158,6.3,tests performed,,,,,,75.93,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
28,56136,TUR,Asia,Turkey,2020-04-08,38226.0,4117.0,3221.0,812.0,87.0,76.429,453.24199999999996,48.815,38.191,9.628,1.032,0.9059999999999999,1.64,,,,,,,,,247768.0,24900.0,2.938,0.295,20138.0,0.239,0.16,6.3,tests performed,,,,,,75.93,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
29,56137,TUR,Asia,Turkey,2020-04-09,42282.0,4056.0,3449.571,908.0,96.0,78.857,501.334,48.092,40.900999999999996,10.765999999999998,1.138,0.935,1.56,,,,,,,,,276346.0,28578.0,3.2769999999999997,0.33899999999999997,21541.0,0.255,0.16,6.2,tests performed,,,,,,75.93,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
30,56138,TUR,Asia,Turkey,2020-04-10,47029.0,4747.0,3729.7140000000004,1006.0,98.0,83.0,557.618,56.285,44.223,11.927999999999999,1.162,0.9840000000000001,1.59,,,,,,,,,307210.0,30864.0,3.6430000000000002,0.366,23642.0,0.28,0.158,6.3,tests performed,,,,,,75.93,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
31,56139,TUR,Asia,Turkey,2020-04-11,52167.0,5138.0,4033.2859999999996,1101.0,95.0,85.714,618.539,60.92100000000001,47.821999999999996,13.054,1.126,1.016,1.55,,,,,,,,,340380.0,33170.0,4.0360000000000005,0.39299999999999996,25571.0,0.303,0.158,6.3,tests performed,,,,,,77.78,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
32,56140,TUR,Asia,Turkey,2020-04-12,56956.0,4789.0,4269.571,1198.0,97.0,89.14299999999999,675.322,56.783,50.623999999999995,14.205,1.15,1.057,1.39,,,,,,,,,376100.0,35720.0,4.459,0.424,27808.0,0.33,0.154,6.5,tests performed,,,,,,77.78,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
